query;doc_id;judul;snippet;Relevant
jokowi;1344;[SALAH] JOKOWI PRESIDEN DENGAN IJAZAH PALSU;Informasi tersebut tidak benar. Faktanya, ijazah Jokowi telah dinyatakan asli oleh pihak Universitas Gajah Mada (UGM). KATEGORI: MISLEADING CONTENT/ KONTEN YANG MENYESATKAN === SUMBER: TIKTOKhttps://w;1
jokowi;1217;[SALAH] Bukti Foto Jokowi Memalsukan Ibu Kandung;Hasil periksa fakta Panji Faktanya ibu kandung Jokowi adalah Sujiatmi, wanita berkerudung merah ada dalam unggahan Facebook tersebut. Tidak ada temuan informasi jika wanita tua berambut putih tersebut;1
jokowi;1479;[SALAH] Presiden Jokowi Memalsukan Ibu Kandungnya;Hasil periksa fakta Siti Lailatul Fitriyah Faktanya Presiden Jokowi merupakan anak kandung dari Widjiatno Notomihardjo dan  Sudjiatmi Notomihardjo. Tidak ada bukti Jokowi memalsukan identitas orang tu;1
jokowi;2891;[SALAH] Video Jokowi Mengancam Rakyat; Periksa Fakta Vania.Faktanya, cuplikan video tersebut dipotong dari 2 sumber yang berbeda, dalam video asli Jokowi menegaskan akan menindak tegas pejabat melanggar hukum dan mengambil langkah tegas u;1
jokowi;2380;[SALAH] ORANG TUA JOKOWI BERNAMA HERU PURNOMO DAN YET MEI HWA;Informasi tersebut tidak benar dan merupakan hoaks berulang. Ayah Jokowi diketahui bernama Widjiatno Notomihardjo dan Ibunya bernama Sudjiatmi Nomomihardjo. KATEGORI: MISLEADING CONTENT/ KONTEN YANG M;1
jokowi;464;[SALAH] Jokowi Digerebek Prabowo karena Berkomplot dengan Taipan;Beredarvideo[arsip] dari kanal YouTube “DESTINASI POLITIK” bernarasi: DI LUAR NALAR..! PRABOWO GREBEG JOKOWI BERKOMPLOT DG TAIPAN, TINDAS RAKYAT Klaim diperkuat dengan sampul foto (thumbnail) yang men;1
jokowi;2909;[SALAH] Kakak Besar Jokowi Sekjen Partai Komunis Tiongkok;Hasil periksa fakta Imroatul Klaim dalam unggahan video dengan maksud kakak Jokowi yang paling besar merupakan seorang sekjen dari partai komunis Tiongkok adalah informasi yang salah. = = = = = [KATEG;1
akun;2820;[SALAH] Baim Wong “Muhammad Ibrahim” Giveaway Mobil dengan Memenangkan Games Tebak Angka;Hasil periksa fakta Raymondha Elsha Faktanya Facebook asli milik Baim adalah “Baim Wong” dan di akun tersebut tidak ada unggahan mengenai giveaway seperti yang diunggah oleh akun palsu tersebut. =====;1
akun;1929;[PENIPUAN] AKUN INSTAGRAM WAKAPOLDA SUMBAR “gupuh_setiyono91”;Akun tersebut PALSU. Polda Sumatera Barat menyatakan jika Wakapolda, Gupuh Setiyono hanya memiliki satu akun media sosial, yakni Instagram dengan nama @gupuhsetiyono. KATEGORI: IMPOSTER CONTENT/ KONTE;1
akun;2187;[PENIPUAN] Akun Tiktok @jokowi83516 Berisi Konten Giveaway;Hasil periksa fakta Vendra Panji Tidak benar bahwa akun Tiktok @jokowi83516 yang berisi banyak konten giveaway ini adalah milik pihak Presiden Jokowi, akun yang mengatasnamakan Jokowi tersebut dapat d;1
akun;1934;[PENIPUAN] Akun Tiktok @baimwong.0ficiall Berisi Banyak Konten Giveaway;Hasil periksa fakta Vendra Panji Tidak benar bahwa akun tersebut adalah akun resmi milik Baim Wong, akun hanya berisi mengenai konten giveaway uang dan disertai sebuah link Whatsapp yang dicurigai seb;1
akun;1422;[PENIPUAN] AKUN FACEBOOK GUBERNUR GORONTALO, RUDY SALAHUDDIN;Akun tersebut palsu, dan telah diklarifikasi oleh Dinas Kominfo dan Statistik setempat. KATEGORI: IMPOSTER CONTENT/ KONTEN TIRUAN === SUMBER: FACEBOOKhttps://www.facebook.com/profile.php?id=6156443564;1
akun;2583;[PENIPUAN] Inul Daratista Gelar Giveaway dengan Kuis Tebak Daerah Asalnya;Hasil periksa fakta Vendra Panji Akun bernama “Insul Daratista” ini merupakan akun tiruan dan dapat diindikasi sebagai modus untuk melakukan penipuan, akun Facebook Inul yang asli adalah “Inul Daratis;1
akun;2073;[PENIPUAN] AKUN WHATSAPP SEKDA MAGETAN “0896-0687-2400”;Akun tersebut bukan milik Sekda Magetan. Pihak Diskominfo Magetan telah melakukan klarifikasi perihal tersebut. KATEGORI: IMPOSTER CONTENT/ KONTEN TIRUAN === SUMBER: WHATSAPP === NARASI: (Narasi tidak;1
akun;2842;[SALAH] Giveaway Range Rover dari Atta Halilintar;Hasil periksa fakta Vendra Panji Tidak benar bahwa akun Facebook tersebut adalah milik Atta Halilintar, di akun Facebook asli milik Atta yang sudah terverifikasi centang biru tidak ditemukan informasi;1
akun;2087;[PENIPUAN] Raffi Ahmad Bagikan Uang Puluhan Juta Rupiah;Hasil periksa fakta Panji Akun tersebut merupakan akun Instagram tiruan Raffi Ahmad, video yang menampilkan Raffi mengadakan giveaway tersebut juga merupakan video lama pada tahun 2020 lalu. =========;1
akun;1068;[PENIPUAN] Akun Tiktok @hondajot572 Berisi Banyak Konten Giveaway; Periksa Fakta VaniaFaktanya, akun tersebut bukanlah akun resmi milik PT. Astra Honda Motor. Akun tersebut dapat diindikasi sebagai akun penipuan. =========== [KATEGORI]: Konten tiruan =========== [SU;1
akun;2989;[SALAH] AKUN FACEBOOK PJ GUBERNUR SULAWESI SELATAN, BAHTIAR BAHARUDDIN;Akun tersebut PALSU. Diskominfo Sulawesi Selatan menegaskan jika PJ Gubernur, Bahtiar Baharuddin tidak memiliki akun media sosial apapun, termasuk Facebook. KATEGORI: IMPOSTER CONTENT/ KONTEN TIRUAN =;1
akun;2866;[SALAH] Akun Tiktok Prabowo Akan Giveaway 1 Unit Motor Jika Tembus 200 Ribu Follower;Hasil periksa fakta Panji Tidak benar bahwa Prabowo Subianto motor jika akun Tiktoknya menyentuh angka 200 ribu pengikut, akun yang mengatasnamakan Prabowo tersebut dapat diindikasi sebagai akun penip;1
akun;1970;[PENIPUAN] AKUN PJ GUBERNUR SUMUT AGUS FATONI;Hasil periksa fakta Rahmah. Akun tiruan. Akun Facebook yang beredar bukan akun asli milik Agus Fatoni. KATEGORI: IMPOSTER CONTENT/ KONTEN TIRUAN ===SUMBER: FACEBOOK ===NARASI:A: AssalamualaikumB: Waal;1
akun;1466;[PENIPUAN] AKUN FACEBOOK PJ BUPATI JAWA TENGAH NANA SUDJANA;Akun yang beredar palsu. Pemerintah Kota Jawa Tengah telah menegaskan bahwa akun yang beredar adalah akun palsu. KATEGORI: IMPOSTER CONTENT/ KONTEN TIRUAN === SUMBER: FACEBOOKhttps://www.facebook.com/;1
akun;1599;[PENIPUAN] AKUN WHATSAPP BUPATI PEMALANG INGIN BERI DONASI;Akun tersebut palsu. Bupati Pemalang sebagai pihak yang namanya dicatut telah menyatakan jika akun dengan nomor “0812-1441-4168” bukan miliknya. KATEGORI: IMPOSTER CONTENT/ KONTEN TIRUAN === SUMBER: W;1
akun;2880;[SALAH] Akun Facebook Tiruan Nagita Slavina;Hasil periksa fakta Vendra Panji Faktanya akun Facebook asli milik Nagita Slavina sendiri memiliki pengikut sebanyak 1,6 juta orang dan akun ini juga sudah mendapat verifikasi centang biru. ==========;1
akun;1988;[PENIPUAN] Cara Mencegah Pemblokiran Facebook;Hasil periksa fakta Raymondha Informasi soal peringatan pemblokiran akun Facebook adalah tidak benar. Tautan yang dibagikan bisa berpotensi phishing (pencurian data yang mengarah ke penipuan dengan me;1
akun;1735;[PENIPUAN] Inul Berbagi 35 Juta untuk Pengguna BRI, BNI, BCA, dan Mandiri;Hasil periksa fakta Vendra Panji Akun bernama “lnul Berbagi” ini merupakan akun tiruan dan dapat diindikasi sebagai modus untuk melakukan penipuan, akun Facebook Inul yang asli adalah “Inul Daratista”;1
akun;2903;[SALAH] AKUN FACEBOOK PJ BUPATI NTB “Lalu Gita Aryadi”;Dinas Kominfotik NTB menegaskan jika akun yang beredar adalah akun PALSU. KATEGORI: IMPOSTER CONTENT/ KONTEN TIRUAN === SUMBER: FACEBOOK Arsiphttps://archive.fo/wip/vG54x === NARASI: (Tidak terdapat n;1
akun;2136;[PENIPUAN] Jusuf Hamka Bagikan Uang 52 Juta Dengan Tebak Nama Hari;Hasil periksa fakta Amanda Rahma Akun yang mengunggah video seperti pernyataan di atas bukanlah akun asli milik Jusuf Hamka. Jusuf Hamka hanya memiliki akun media sosial Instagram dan Tiktok. ====[KAT;1
indonesia;1027;[SALAH] Video “Messi Komentar Pedas ke Australia Bahwa Indonesia lah yang Akan Menang”;Hasil periksa fakta Moch. Marcellodiansyah Tidak ditemukan sumber valid yang memberitakan Messi mengomentari laga Indonesia vs Australia. Video yang menampilkan Messi diambil dari video YouTube yang b;1
indonesia;259;[SALAH] Donald Trump Mau Pindahkan Dua Juta Warga Gaza ke Indonesia;Akun Instagram “awreceh.id” [arsip] pada Senin (20/1/2025) dan kanal YouTube “NEWinfo” [arsip] membagikan unggahan berisi narasi: “VIRAL! DONALD TRUMP INGIN PINDAHKAN 2 JUTA WARGA GAZA KE NEGARA INDON;1
indonesia;1166;[SALAH] Paus Fransiskus Datang ke Indonesia untuk Melegalkan Pernikahan Sesama Jenis;Hasil Periksa Fakta Luthfiyah Informasi tersebut yang tidak benar. Faktanya, kunjungan Paus Fransiskus ke Indonesia merupakan kunjungan apostolik. Dalam artikel yang identik dengan infografik Sindonew;1
indonesia;2586;[SALAH] Video Suporter Indonesia Menyanyikan Takbir di Pertandingan Indonesia Melawan Irak;Hasil periksa fakta Evarizma Zahra. Konten yang dimanipulasi. Pada video yang asli, suporter Indonesia di pertandingan Indonesia vs. Irak menyanyikan lagu sepak bola Indonesia, bukan takbir. ===== KAT;1
indonesia;2461;[SALAH] Berkat Bantuan FIFA, Indonesia Masuk ke Olimpiade Paris;Hasil periksa fakta Moch. Marcellodiansyah Tidak ditemukan sumber pemberitaan valid yang membenarkan klaim tersebut. Pada laman resminya, FIFA tidak menyebut bahwa Indonesia menjadi salah satu negara ;1
indonesia;1056;[SALAH] Artikel CNBC Indonesia: “Raja Salman Sebut: Negara Termunafik Nomor Satu Indonesia”;Hasil periksa fakta Moch. Marcellodiansyah Tangkapan layar berita tersebut telah dimanipulasi, tidak ditemukan sumber valid termasuk CNBC Indonesia yang memberitakan bahwa Raja Salman menyebut hal ter;1
indonesia;805;[SALAH] CNBC Indonesia Beritakan “PM China : Negara gila agama tidak akan maju sampai kapan pun, Contohnya seperti indonesia”;Akun TikTok “ziellmopw0k” pada Sabtu (28/9/2024) membagikanvideo[arsip] berisi tangkapan layar artikel dari CNBC Indonesia berjudul: “PM China : Negara gila agama tidak akan maju sampai kapan pun, Con;1
indonesia;2170;[SALAH] PSSI Putuskan Timnas Tidak Akan Ikut Piala AFF;Hasil periksa fakta Raymondha Narasi mengenai PSSI memutuskan Timnas Indonesia tidak akan mengikuti Piala AFF adalah tidak benar. Indonesia dijadwalkan mengikuti Piala AFF yang digelar pada 23 Novembe;1
indonesia;2726;[SALAH] Indonesia akan di Banned Di AFC Selanjutnya Karena Terindikasi Suap Wasit;Hasil periksa fakta Amanda Rahma Faktanya, video yang menyatakan bahwa Indonesia di Banned oleh AFC di pertandingan selanjutnya tidaklah benar. Video tersebut merupakan tayangan stasiun televisi Vietn;1
indonesia;680;[SALAH] Tingkat Korupsi Indonesia Paling Tinggi di Dunia;LamanMonitor Indonesia[arsip] pada Jumat (10/02/2024) mengunggah artikel yang menyebut tingkat korupsi Indonesia paling tinggi di dunia. Berikut narasi lengkapnya: Indonesia Kini Berubah Menjadi Negar;1
indonesia;2732;[SALAH] Tawaran Pinjaman Dari Bank Indonesia;Hasil periksa fakta Raymondha Elsha Tidak benar Bank Indonesia memberikan tawaran pinjaman kredit kepada tenaga kerja wanita (TKW), sebagai bank sentral Bank Indonesia tidak melakukan kegiatan yang be;1
indonesia;2733;[SALAH]: Pertandingan ulang Indonesia VS Uzbekistan;Hasil periksa fakta Raka.  [FAKTANYA]: Klaim pertandingan ulang antara Indonesia vs Uzbekistan tidak benar karena tidak ada informasi resmi dari AFC yang membatalkan kemenangan Uzbekistan atas Indones;1
indonesia;1843;[SALAH] 20 Persen Tanah Indonesia Berhasil Dimiliki Rohingya;Hasil periksa fakta Amanda Rahma Pernyataan tersebut telah dibantah oleh UNHCR Indonesia. Juru bicara UNHCR menyampaikan bahwa pengungsi Rohingya tidak diberikan pulau tersendiri di Indonesia. Selain ;1
indonesia;2740;[SALAH] Ronaldo dan Messi Bela Indonesia di Pertandingan Melawan Uzbekistan karena Dicurangi Wasit;Hasil periksa fakta Moch. Marcellodiansyah Faktanya tidak ditemukan sumber valid yang membenarkan bahwa Ronaldo dan Lionel Messi membela Indonesia dalam pertandingan melawan Uzbekistan. Video yang men;1
indonesia;55;[PENIPUAN] Tautan Lowongan Kerja McDonald’s Indonesia;Akun TikTok “rekrutmen.program4” pada Sabtu (22/2/2025) membagikanfoto[arsip] disertai narasi: “Lowongan Kerja McDonald’s Indonesia. Info pendaftaran klik link di bio INGAT PENDAFTARAN GRATIS…!!!” Hin;1
indonesia;1847;[SALAH] Timnas Kamboja Menang Lawan Indonesia Di Piala AFF U19;Hasil periksa fakta Amanda Rahma Pernyataan tersebut tidaklah benar. Dilihat dari akun resmi federasi sepak bola Indonesia dan Kamboja, pertandingan kedua negara tersebut dimenangkan oleh Indonesia de;1
indonesia;59;[SALAH] Maarten Paes Dicoret dari Timnas Indonesia;Akun Facebook “Justin Hubner Fans 🇲🇨🦅” pada Selasa (11/3/2025) membagikanfoto[arsip] disertai narasi: “Breaking news: KIPER TIMNAS INDONESIA Marteen PAES, RESMI dicoret dari SKUAD TIMNAS INDONESIA 😔😔😔;1
indonesia;207;[PENIPUAN] Tautan Rekrutmen Awak Kabin Haji Garuda Indonesia;Pada Minggu (19/1/2025) akun Facebook “LOWONGAN PEKERJAAN PENDAMPING HAJI DAN UMROH 2025” membagikan tautan [arsip] berisi informasi rekrutmen awak kabin haji Garuda Indonesia 2025. Unggahan disertai ;1
indonesia;2390;[PENIPUAN] PESAN SMS ATAS NAMA POS INDONESIA;Hasil Periksa Fakta Gabriela Nauli Menyadur dari unggahan resmi milik Facebook Indonesia, pesan melalui SMS yang berisi tautan atas nama Pos Indonesia, merupakan pesan dan tautan palsu. Selengkapnya a;1
indonesia;1879;[SALAH] Suporter Belanda Kibarkan Bendera Indonesia Saat Euro 2024; Hasil periksa fakta Yudho Ardi Informasi yang menyesatkan, faktanya gambar yang menampilkan suporter Belanda mirip dengan unggahan akun Instagram oranje_indonesia, pada 3 Juli 2024. Gambar tersebut d;1
anies;1168;[SALAH] Anies Maling Tongkat Diponegoro;Hasil periksa fakta Luthfiyah Postingan Facebook yang mengklaim Anies maling tongkat Diponegoro merupakan informasi yang tidak benar. Faktanya tongkat yang ada di belakang Anies Baswedan bukan merupak;1
anies;1298;[SALAH] LAUTAN WARGA JAKARTA HADIRI PEMBENTUKAN PARTAI ANIES;Hasil periksa fakta Pekik Jalu Utomo.Faktanya video tersebut hanya menayangkan ulang salah satu video dari channel youtube pribadi Rocky Gerung yang ditambahi dengan thumbnail dan narasi yang menyesat;1
anies;1557;[SALAH] Jokowi Ditampar Keras oleh Anies;Periksa Fakta Lilik Faktanya, tidak ada keterkaitan antara judul dengan isi video. Narator hanya membacakan ulang isi artikel yang diunggah olehkumparan.com. Selain itu, thumbnail merupakan hasil mani;1
anies;666;[SALAH] Anies Beri Dukungan ke Ridwan Kamil di Pilkada Jakarta;Pada Jumat (2/11/2024) akun TikTok “beka.mursadat” mengunggahvideo[arsip] yang menampilkan Anies Baswedan bersalaman dengan Ridwan Kamil. Unggahan disertai narasi: “Pak anies mendukung Ridwan Kamil un;1
anies;1180;[SALAH] Formulir Pendaftaran Partai Perubahan Anies; Periksa Fakta Vania.Faktanya,  Anies belum membuat keputusan apakah akan membentuk partai politik atau organisasi masyarakat setelah kegagalannya maju di Pilkada 2024. Melalui media sosialnya, Anies ;1
anies;2342;[SALAH] Anies Baswedan Resmi Dinyatakan sebagai Cagub DKI;Hasil periksa fakta Agnes A Video berisi cuplikan yang tidak saling berkaitan. Narasi yang dibacakan hanya pendapat dari Muhaimin Iskandar, apabila Anies Baswedan hendak maju ke Pilgub DKI 2024. =====;1
anies;2859;[SALAH] LAMARAN GIBRAN DITOLAK, ANIES DAN GANJAR KONSISTEN OPOSISI PRABOWO;Hasil periksa fakta Pekik Jalu Utomo.Tidak ditemukan pemberitaan terkait lamaran Gibran untuk menggandeng Anies dan Ganjar ditolak dan memilih untuk oposisi Prabowo. Selain thumbnail merupakan hasil m;1
anies;2992;[SALAH] ANIES BASWEDAN KETAHUAN TIDAK PUASA;Informasi tersebut hoaks. Foto yang ditampilkan merupakan momen saat Anies tengah makan siang, tepatnya pada 5 April 2018, dan BUKAN saat bulan puasa. KATEGORI: MISLEADING CONTENT/ KONTEN YANG MENYESA;1
anies;819;[SALAH] Anies Baswedan Merapat ke Rumah Prabowo;Akun TikTok “PJS_Mangunsong” pada Selasa (15/10/2024) membagikan potonganvideo[arsip] yang menyebut Anies merapat ke rumah Prabowo. Warganet lainnya, yakni akun “srikandi0957” padaunggahannya[arsip], ;1
anies;2300;[SALAH] Anies Adakan Kebaktian di Rumahnya;Hasil Periksa Fakta Luthfiyah Klaim video Anies mengadakan kebaktian di rumahnya merupakan hal yang tidak benar. Faktanya, video tersebut merupakan Anies saat didoakan umat Kristiani di sela-sela acar;1
anies;2100;[SALAH] Anies Diseret ke KPK oleh Jokowi karena Tolak Kaesang;Hasil periksa fakta Vendra Panji Faktanya isi video tersebut hanya membahas tentang prediksi dari Jamiluddin Ritonga mengenai Anies Baswedan yang pasti akan menolak jika diduetkan dengan putra Preside;1
anies;697;[SALAH] Anies Baswedan Resmi Bikin Partai Perubahan Indonesia; Akun X “PngAdilnR4kyt” mengunggahvideo[arsip]berdurasi 2 menit 20 detik pada Selasa (01/11/2024)  disertai cuitan: ANIES BASWEDAN RESMI BIKIN PARTAI PERUBAHAN INDONESIA (PPI)…..‼️ #Rame2TangkapJokowi;1
anies;1465;[SALAH] ANIES BASWEDAN BERASAL DARI YAMAN;Faktanya, tidak ditemukan adanya informasi resmi perihal Anies Baswedan berasal dari Yaman. KATEGORI: MISLEADING CONTENT/ KONTEN YANG MENYESATKAN === SUMBER: FACEBOOKhttps://www.facebook.com/groups/88;1
anies;2234;[SALAH] Anies Anut 5 Agama;Hasil Periksa Fakta Luthfiyah Setelah melakukan penelusuran terhadap 6 gambar di video hasilnya tidak ditemukan informasi bahwa Anies menganut 5 agama. Faktanya, enam gambar tersebut tidak berhubungan;1
anies;2624;[SALAH] Gambar Anies Baswedan Dilantik Menjadi Jenderal;Hasil periksa fakta Amanda Rahma Unggahan tersebut tidaklah benar. Anies Baswedan tidak memiliki riwayat hidup di militer. Selain itu, jenderal di Indonesia yang paling tertinggi adalah bintang 5 dan ;1
anies;205;[SALAH] Potret “Anies Diseret KPK karena Skandal Korupsi Rp23 Triliun”;Akun Facebook “Mba.toe” pada Sabtu (8/2/2025) mengunggahfoto[arsip] yang memperlihatkan Anies Baswedan memakai rompi oranye. Unggahan disertai narasi: “ANIES DI SERET KPK!? SKANDAL KORUP 23 TRILIYUNNY;1
anies;2254;[SALAH] PDIP Sudah Resmi Capai Kesepakatan Usung Anies di Pilgub DKI;Hasil periksa fakta Vendra Panji Faktanya isi video hanya berisi tentang jawaban dari Kepala Badan Pendidikan dan Pelatihan DPD PDIP DKI Jakarta, Gilbert Simanjuntak, bahwa partainya tak menutup kemun;1
anies;2000;[SALAH] Video Anies Akan Jadi Gamer Setelah Kekalahannya Dalam Pilpres; Periksa Fakta Vania.Faktanya, audio dalam video tersebut dibuat dengan teknologi AI, sedangkan klip asli video tersebut merupakan video saat Anies melakukan sambutan HUT NasDem pada 11 November 2022.;1
anies;726;[SALAH] Salam 3 Jari dari Anies Bentuk Dukungan ke Pramono—Rano;Akun Instagram “@lintang_son9o” pada Sabtu (05/10/2024) mengunggahvideo[arsip] yang memperlihatkan Anies mengacungkan jari. Unggahan disertai takarir: Anies Baswedan mendukung calon gubernur dan wakil;1
anies;103;[SALAH] Video “Anies Diusir karena Pakai Masjid Jadi Tempat Berpolitik”;Akun Facebook “Salimun Abbas” pada Sabtu (8/2/2025) mengunggahvideo[arsip] beserta narasi: “Detik detik ANIES & HABIB diusir warga karena menggunakan Masjid sebagai Tempat Berpolitik” Unggahan tersebu;1
covid;1795;[SALAH] Semua Vaksin Covid-19 Mengandung Teknologi Nano yang Memancarkan Bluetooth;Hasil periksa fakta Moch. Marcellodiansyah Tidak ditemukan bukti valid yang membenarkan bahwa vaksin Covid-19 memiliki hubungan dengan bluetooth. Klaim ini merupakan hoaks lama yang berulang kali bere;1
covid;902;[SALAH] Makin Banyak Kasus Gondongan dan Cacar Usai Vaksinasi Covid-19;Hasil periksa fakta Raymondha Epidemiolog dari Griffith University, Dicky Budiman, mengatakan Vaksinasi Covid-19 tidak menyebabkan peningkatan kasus cacar (cacar air maupun cacar monyet) serta gondong;1
covid;2700;[SALAH] Vaksin HPV dan Vaksin Covid-19 Sebabkan Kemandulan;Hasil periksa fakta Moch. Marcellodiansyah Tidak ditemukan bukti valid yang membenarkan klaim tersebut. Pada Oktober 2023 Juru bicara Kementerian Kesehatan telah membantah bahwa vaksin HPV sebabkan ke;1
covid;2324;[SALAH]: Vaksin COVID-19 picu Kanker Turbo;Hasil periksa fakta Raka.  [FAKTANYA]: Klaim bahwa vaksin Covid-19 bisa menyebabkan “kanker turbo” adalah menyesatkan. Tidak ada bukti valid yang mendukung tuduhan yang disebarkan oleh kelompok anti v;1
covid;1561;[SALAH] Vaksin Covid-19 Menggunakan Bahan Kimia Penyebab Kanker;Hasil periksa fakta Raymondha Elsha Klaim pengakuan ahli farmasi telah menempatkan bahan kimia penyebab kanker divaksin Covid-19 adalah tidak benar. Klaim tersebut telah dibantah oleh peneliti dan jug;1
covid;2464;[SALAH] Pemasangan Microchip Melalui Vaksinasi di Indonesia;Hasil periksa fakta Raymondha Elsha Klaim yang mengatakan Indonesia mulai memasang microchip melalui vaksin adalah tidak benar. Faktanya vaksin Covid-19 yang digunakan di Indonesia tidak mengandung ch;1
covid;35;[SALAH] Flurona Itu Virus Buatan Tiga Perusahaan Vaksin di China;Akun Instagram “aguseven” pada Jumat (14/03/2025) mengunggahvideo[arsip] disertai klaim: “3 Perusahaan Vaksin China Membuat Virus Gabungan, Akan disebar ke seluruh dunia. HMPV VS COVID-19 = FLURONA” P;1
covid;1448;[SALAH] Vaksin Covid-19 Sinovac Sebabkan Mpox;Hasil periksa fakta Raymondha Elsha Klaim yang menyebut bahwa Vaksin Covid-19 merek Sinovac sebagai penyebab Mpox atau yang  disebut cacar monyet adalah tidak benar. Mpox disebabkan oleh virus yang te;1
covid;1449;[SALAH] Vaksin COVID-19 Mengandung Logam Berat;Hasil periksa fakta Raymondha Elsha Klaim yang mengatakan bahwa vaksin COVID-19 mengandung logam berat dan berbahaya untuk tubuh manusia adalah tidak benar. =========== [KATEGORI]: Konten Menyesatkan ;1
covid;1070;[SALAH] Vaksin mRNA sebabkan MPOX; Periksa Fakta Vania.Faktanya, pemberian vaksin dan penyakit Mpox tidak ada kaitannya. Penyakit Mpox sendiri sudah ada dari tahun 1970, jauh sebelum COVID-19 muncul. Mpox merupakan virus yang ditulark;1
covid;1204;[SALAH] 74 Persen Orang Meninggal Akibat Vaksin Covid-19;Hasil periksa fakta Raymondha Elsha Klaim mengenai 74 persen orang yang meninggal mendadak akibat vaksin Covid-19 adalah tidak benar. Berdasarkan penelitian yang dilakukan otoritas kesehatan dunia dan;1
covid;1207;[SALAH] Moderna Mengakui Vaksin Covid-19 Menyebabkan Kanker;Hasil periksa fakta Raymondha Elsha Klaim yang menyebut bahwa perusahaan farmasi Moderna mengakui bahwa vaksin Covid-19 buatan mereka menyebabkan kanker adalah salah. Kekhawatiran potensial soal mutag;1
covid;1849;[SALAH] 1 Miliar Orang Meninggal karena Malpraktek di RS Selama Plandemi Covid-19 Berkaitan dengan Depopulasi;Hasil periksa fakta Moch. Marcellodiansyah Faktanya berdasarkan laporan WHO hingga 7 Juli 2024 terdapat 7.053.524 yang meninggal selama pandemi Covid-19. Plandemi sendiri merupakan plesetan dari kata ;1
covid;1212;[SALAH]: Ahli Farmasi menempatkan bahan penyebab kanker dalam vaksin Covid-19;Hasil periksa fakta Raka.  [FAKTANYA]: Klaim bahwa ahli farmasi telah menempatkan bahan kimia penyebab kanker dalam vaksin Covid-19 terbukti menyesatkan. Klaim-klaim ini telah dibantah oleh peneliti d;1
covid;2237;[SALAH] Merokok Bisa Menyembuhkan Covid-19;Faktnya, WHO menyebutkan bahwa perokok yang terinfeksi Virus Corona menghadapi potensi kematian yang lebih tinggi karena Covid-19 menyerang pernapasan dan merokok menyebabkan kerusakan pada paru-paru.;1
covid;1730;[SALAH]: Vaksin covid mengakibatkan HIV;Hasil periksa fakta Raka.  [FAKTANYA]: Klaim mengenai vaksin covid mengakibatkan HIV tidak benar,  HIV dapat menular melalui hubungan seks anal atau vagina, atau berbagi jarum suntik, atau peralatan s;1
covid;2630;[SALAH] Covid-19 Sudah Direncanakan oleh Rockefeller Foundation dan Orang yang Divaksin akan Dikontrol AI;Hasil periksa fakta Moch. Marcellodiansyah Klaim tersebut hanya konspirasi yang telah lama beredar sejak Juli 2020 yang tidak memiliki bukti yang mendasar. Selengkapnya pada bagian penjelasan. = = = K;1
covid;2522;[SALAH]: Covid-19 merupakan konspirasi Rockefeller Foundation;Hasil periksa fakta Raka.  [FAKTANYA]: Klaim yang menyatakan bahwa COVID-19 adalah hasil dari konspirasi yang direncanakan sebelumnya adalah tidak tepat. Tidak ada bukti yang mendukung klaim tersebut,;1
covid;609;[SALAH] WHO Akui Mpox sebagai Efek Samping Vaksin Covid-19;Akun Facebook “Fernando Tambunan” pada Selasa (22/10/2024) mengunggahfoto[arsip] berupa tangkapan layar berisi informasi tentang World Health Organization (WHO) yang mengakui Mpox atau cacar monyet se;1
covid;230;[SALAH] Wakil Direktur CDC Akui Vaksin Covid Bikin Tubuh Lemah dan Mudah Sakit;Akun Instagram “mocha_madnurrochim” pada Minggu (02/02/2025) mengunggahvideo[arsip]. Isinya berupa klaim yang menyebut wakil direktur Centers for Disease Control and Prevention (CDC) mengakui vaksin C;1
19;1795;[SALAH] Semua Vaksin Covid-19 Mengandung Teknologi Nano yang Memancarkan Bluetooth;Hasil periksa fakta Moch. Marcellodiansyah Tidak ditemukan bukti valid yang membenarkan bahwa vaksin Covid-19 memiliki hubungan dengan bluetooth. Klaim ini merupakan hoaks lama yang berulang kali bere;1
19;902;[SALAH] Makin Banyak Kasus Gondongan dan Cacar Usai Vaksinasi Covid-19;Hasil periksa fakta Raymondha Epidemiolog dari Griffith University, Dicky Budiman, mengatakan Vaksinasi Covid-19 tidak menyebabkan peningkatan kasus cacar (cacar air maupun cacar monyet) serta gondong;1
19;2700;[SALAH] Vaksin HPV dan Vaksin Covid-19 Sebabkan Kemandulan;Hasil periksa fakta Moch. Marcellodiansyah Tidak ditemukan bukti valid yang membenarkan klaim tersebut. Pada Oktober 2023 Juru bicara Kementerian Kesehatan telah membantah bahwa vaksin HPV sebabkan ke;1
19;2324;[SALAH]: Vaksin COVID-19 picu Kanker Turbo;Hasil periksa fakta Raka.  [FAKTANYA]: Klaim bahwa vaksin Covid-19 bisa menyebabkan “kanker turbo” adalah menyesatkan. Tidak ada bukti valid yang mendukung tuduhan yang disebarkan oleh kelompok anti v;1
19;35;[SALAH] Flurona Itu Virus Buatan Tiga Perusahaan Vaksin di China;Akun Instagram “aguseven” pada Jumat (14/03/2025) mengunggahvideo[arsip] disertai klaim: “3 Perusahaan Vaksin China Membuat Virus Gabungan, Akan disebar ke seluruh dunia. HMPV VS COVID-19 = FLURONA” P;1
